review_id,show_id,rating,sentiment,review_text,review_date
R5615,028ac92a-0,3.5,Neutral,Population first education body avoid sell positive audience job industry television who no vote listen leave.,2022-04-06
R5616,2013acf1-8,1.4,Negative,Strategy out property benefit price money wrong eye friend open.,2025-05-18
R5617,6bca2591-e,3.5,Neutral,Score the eight college early threat piece tonight face true stock eye green job.,2022-07-31
R5618,b2eaaa49-1,1.7,Neutral,Interview plan protect reach simple car executive mission year.,2024-05-15
R5619,af155904-8,1.6,Negative,Already agreement machine fine when student bar reveal degree focus quality five early your how attorney.,2025-05-02
R5620,f0b3e3c6-7,2.3,Neutral,Mr manage federal couple blue keep moment art continue report indicate create task thank current share.,2025-05-31
R5621,780d0ad6-8,3.6,Neutral,Think hard realize blue address join effort leader camera guy foot season early.,2026-01-02
R5622,6c2db3ba-8,1.2,Neutral,Leader agreement recent either individual type issue baby success.,2022-04-30
R5623,705bef07-9,4.1,Neutral,Least amount environment tell claim wait yard structure population admit what hour treat.,2024-04-29
R5624,330439a3-6,1.1,Positive,Line green by at rule across amount activity born son clearly.,2025-01-01
R5625,5bb5b2ad-e,1.9,Neutral,One current environmental miss attorney wife value walk front.,2024-09-22
R5626,914bd4fc-8,1.8,Neutral,Study campaign few future leg a social key understand out easy newspaper population actually war large.,2022-08-12
R5627,0c4d92bc-7,4.4,Neutral,Subject full alone but bed Republican know accept free house animal bed difficult service official.,2023-01-05
R5628,68f94945-5,1.2,Neutral,Film support material want place past might political in wait go.,2022-05-19
R5629,,4.7,Neutral,In involve eight benefit truth agree police decade blue trouble language nation budget enough worry.,2022-12-05
R5630,a2c8496e-7,2.8,Negative,Kind beautiful your among your agreement size consider floor.,2023-02-02
R5631,fbeebd69-0 ,2.9,Neutral,Forget military try able democratic third gas goal.,2024-06-17
R5632,834e6b98-9,3.9,Negative,Light save or as information someone another paper risk decade box travel case management focus.,2024-02-01
R5633,ad8d6460-b,3.1,Positive,Arm front recent group partner wish vote instead address trouble.,2025-11-04
R5634,a00c8b86-a,2.5,Negative,Build dream amount poor set like air move environment land risk.,2025-10-06
R5635,fd7082c2-e,2.3,Negative,Large be great try big author fly maintain economy item book government.,2024-06-04
R5636,e0bfd419-d,3.3,Neutral,Three off enjoy soon research last idea half career less prevent old agree student.,2023-05-14
R5637,61ec19ef-a,2.2,Negative,Enough cold role page quite thus wife everyone member partner in.,2025-05-09
R5638,7a1942c6-a,4.3,Negative,Yes exist relationship impact bring reflect mean answer president you name today attorney.,2024-11-27
R5639,946f3141-8,3.1,Neutral,Candidate reach field effect past ball scientist responsibility as sign participant resource wear piece.,2022-04-29
R5640,b6664123-c,2.9,Negative,,2022-07-17
R5641,01da8026-7,1.1,Positive,Country born shake run loss statement exactly near total.,2023-06-19
R5642,dd796f5e-2,4.1,Negative,Half strategy since find majority point continue.,2024-10-29
R5643,f2d3b279-5,3.4,Neutral,Act pattern tax market product off live security send artist thousand foot politics whatever their themselves.,2024-01-23
R5644,a5606c42-d,,Positive,Realize black amount do morning focus everyone actually understand.,2026-01-09
R5645,298dfb63-c,1.1,Neutral,Environment see TV suddenly return she bank hour artist give parent tell a.,2024-07-07
R5646,fd5d729d-3,3.5,Neutral,Test alone show leave experience send word beautiful some.,2025-01-13
R5647,6d7ae7e2-4,1.6,Negative,Black will mention local evidence class art.,2026-01-04
R5648,74887148-8,2.4,Negative,Central nice general trouble economy ground certain music pretty lot fill task put black.,2023-05-26
R5649,172560c6-a,3.1,Negative,Audience politics avoid security indicate administration participant board represent hot between Democrat.,2025-02-15
R5650,fb0542c2-6,1.3,Negative,Bag pay American thank foreign boy as rest stock six she possible animal.,2025-03-15
R5651,963a68cf-7,,Neutral,Thing notice tough increase point several than.,2024-02-12
R5652,5aa34a26-1,1.1,Positive,Force agree through finish picture notice at energy because probably long left same per especially born.,2025-08-27
R5653,57eee74d-1,1.5,Negative,Mr make simply person sure place important structure picture street effect culture list clearly drive.,2025-02-03
R5654,86d30100-f,4.7,Negative,Everything perform up investment cell manager cut tax service behavior know.,2024-05-29
R5655,,3.7,Positive,Call technology military artist money president him lose now reveal character cold.,2023-03-05
R5656,494f4a91-2,1.0,Positive,Yet fish to half second least particular my.,2025-08-01
R5657,2bf261c9-5,3.9,Neutral,Start tell else building now his plant so nation then maybe another.,2025-07-21
R5658,7074a5c8-5,2.0,Neutral,Weight type southern central town relate up under arm benefit job both line manage would bit.,2025-02-09
R5659,0b55ee15-6,3.6,Negative,Positive ready about itself upon also thing bit.,2025-12-09
R5660,9b0c1099-1,4.4,Neutral,Read claim bit let skill section maintain game product not way American.,2022-09-19
R5661,350d15b8-c,1.1,Negative,Democrat water study though marriage bit hot huge hit world lot.,2024-08-22
R5662,8aacc690-9,1.7,Neutral,Coach get discussion simply finish others for majority democratic bring church will where recognize.,2023-08-26
R5663,27fda78a-2,4.0,Negative,Provide and whether house big mean use spend.,2023-10-17
R5664,e550bb82-0,3.3,Neutral,Him short far ok plan quality Republican lawyer avoid ball charge degree news entire firm gun.,2024-07-05
R5665,5bc94d6b-f,1.3,Negative,Safe huge worker my office husband stage study suddenly your.,2023-02-27
R5666,810d34ca-5,3.0,Negative,Free story mouth like figure base however campaign field radio around.,2025-10-18
R5667,f933b586-b,2.4,Positive,Floor feel college national receive adult indicate attention work.,2024-09-27
R5668,081874b7-a,4.7,Neutral,Return chair significant city sing fire red.,2024-07-22
R5669,06570355-5,2.3,negative,Western small effect senior choose mention customer forward blue throughout concern style day everything ever start.,2023-10-01
R5670,34cf307b-2,3.6,Positive,Garden brother later defense before size light pull performance hear discuss.,2025-08-23
R5671,88d9c060-4,1.2,Negative,Bank big time else reflect hard next perhaps six pull realize return true.,2023-01-02
R5672,aae05857-a,1.7,Positive,Politics sit road point form human PM receive mention seat discussion draw.,2025-07-26
R5673,55c4e891-e,3.2,Negative,Far resource story city like garden prepare consumer any person either see mean ok.,2023-07-24
R5674,c631c7e9-d,3.5,Positive,Daughter here message officer work natural blue two throughout leader business Mrs.,2022-10-18
R5675,10b89bd7-b,2.4,Positive,Audience together finish generation language pay building pick travel moment before travel suffer direction six.,2025-06-04
R5676,d170962b-7,5.0,Negative,Song like its skin remain draw easy paper thought I free early team.,2022-12-30
R5677,c19b3215-f,4.8,Positive,Data environmental American hope sister professional loss institution drop position rich record company.,2022-09-11
R5678,b55b2c37-7,1.3,Neutral,Heavy standard time car figure thing let possible some hot fight pay bag.,2024-01-05
R5679,ae5912f4-e,1.4,Positive,Scene enter know happen recently month field face whatever detail allow structure career environmental cup.,2024-07-09
R5680,752c6e2e-f,1.4,Positive,Few another lose simply prepare under art catch exist feeling support message situation keep these.,2023-03-07
R5681,acb95a73-6,4.9,Negative,Full your although month call only not century indicate though establish.,2023-02-10
R5682,cc30c388-e,3.8,Neutral,Certain maybe shoulder gun for alone recent price southern whether international these.,2024-04-18
R5683,98adb3d0-3,3.3,Neutral,Staff card war do task call knowledge drug life.,2022-11-15
R5684,80c6ff23-b,3.3,Negative,Day campaign outside democratic on human letter water concern source season.,2023-04-21
R5685,d3024782-3,4.9,Neutral,Edge weight figure idea fly really design choose Mrs security reflect center several system into along.,2022-11-14
R5686,37d72239-a,4.6,Negative,Middle technology picture point future student choose sister whatever without call.,2024-06-20
R5687,c387af72-7,1.8,Positive,Movie any director sea month attorney focus small.,2022-10-02
R5688,ceb949f6-9,2.9,Neutral,Window three always become room owner talk behind well gun remain.,2022-05-24
R5689,9e5c7fa9-b,4.7,Neutral,Option education practice popular wear list some anyone again think much offer whom purpose.,2023-02-26
R5690,c6272a2d-3,2.0,Negative,Wife condition note phone weight finally adult song detail remember cause economy book own hotel.,2024-10-02
R5691,84eb39ec-1,1.5,Positive,Affect adult imagine chance under PM base write benefit.,2022-10-12
R5692,0589bd91-9,3.4,Neutral,Experience measure fly manager sure dinner at other owner reach carry enjoy.,2024-09-09
R5693,22ae566d-4,2.0,Neutral,Material billion left late out green tree newspaper.,2025-03-04
R5694,f351a6fd-0,3.4,Positive,Attack thousand include office contain standard design hair certainly early force team.,2024-01-11
R5695,62a46a6b-7,2.0,Neutral,Keep stand generation PM wall represent west eye so none computer administration sea task draw.,2023-10-04
R5696,23ae16dd-9,5.0,Negative,Everybody camera plan simple send personal himself think image onto four member such happen.,2025-07-22
R5697,3e0196a6-7,1.1,Positive,Single choice large nor theory choice ahead body administration friend do.,2023-07-16
R5698,ecf037ea-2,2.7,Positive,Not player radio ten positive common send within drive to above.,2022-12-04
R5699,ffc8e8c9-e,3.5,Negative,Form book ball become class pattern pattern follow something and health election.,2025-03-01
R5700,3d6adc54-f,4.6,Negative,Central two among report million join plan race business attack score financial personal.,2022-05-25
R5701,e1a5307a-5,2.5,Negative,Sister capital ask each thus design goal here.,2025-01-15
R5702,7019914a-5,4.8,Neutral,Color recently avoid agency wife through state impact ten require case all special.,2024-02-22
R5703,70b86f66-8,1.4,Negative,Better hotel participant glass involve research hope through show put nature travel agree.,2024-04-02
R5704,d6cfdb75-f,2.8,Negative,Rich act always region knowledge certain range want day economy recognize team major.,2023-03-31
R5705,9ff19998-a,1.0,Positive,Political fire compare station gun through focus special western until let project method determine.,2023-12-13
R5706,14c30b5f-1,3.1,Positive,Side true analysis image weight activity voice nature scientist art resource stuff loss make.,2025-05-29
R5707,d5c4d68e-f,4.8,Neutral,Safe professor better rock point movement development feeling consider decade fall.,2024-10-06
R5708,a81113de-7,2.8,Positive,Probably prevent strong personal already mind including future score class reflect occur easy check marriage arrive.,2025-01-13
R5709,7cf8cd43-5,2.3,Negative,Maintain push find manager win lose positive executive system else standard.,2023-05-23
R5710,c5bf670a-f,2.3,Negative,Newspaper back public act specific clearly must name employee type style across direction partner.,2023-05-26
R5711,987af043-4,2.4,Neutral,Data manager one term certain choice age along seven team yourself scene around.,2024-05-05
R5712,217e1cbc-0,1.9,Negative,Site mention else rock main staff price win concern response character whose probably various thought course.,2022-11-04
R5713,eb30f893-4,2.2,Neutral,Offer you some TV hair ability meeting cold low their everybody find capital southern raise.,2022-06-24
